option,src_state,src_coord,target_state,target_coord,primitive_distance,within_horizon,edge_valid,visible_mass,hidden_mass,hidden_gamma_mass,hidden_argmax_state,hidden_argmax_coord,hidden_argmax_prob,soft_cost,soft_argmax_state,soft_argmax_coord,soft_argmax_score,model_residual,residual_threshold_metric,residual_reward_abs,residual_gamma_l1,residual_hit_l1,residual_backup_raw,residual_backup_value,residual_backup_value_norm,residual_reward_per_discounted_step,residual_gamma_relative,residual_tau_relative,value_scale_task,beta_row,l_gamma_row,expected_tau_global,expected_tau_residual,struct_hidden_prob,struct_hit_prob,struct_nohit_prob,struct_reference_prob,struct_hidden_norm,struct_hidden_bits,struct_hidden_distinct,struct_hidden_distinct_bits,struct_distinct_argmax_state,struct_distinct_argmax_coord,struct_distinct_argmax_score,struct_distinct_scores,residual_hidden_mass,residual_hidden_gamma_mass,residual_argmax_state,residual_argmax_coord,residual_argmax_prob,reward,map,slip,step
fb_000_to_003,0,"(1, 1)",37,"(3, 19)",28.0,True,True,0.9999999999999979,0.0,0.0,,,0.0,2.9768033795780146e-14,,,0.0,1.1530984108034232,1.1530984108034232,13.761885661824945,0.4650041277121758,0.9999999999999981,14.22688978953712,24.460021781458366,1.987261856455777,0.7717004770321566,1.0,0.8043060868476238,23.006540118833655,0.4650041277121758,17.833195742927458,26.000000000000085,4.2837356551141745,0.9999999999999997,0.9999999999999997,3.3306690738754696e-16,0.0,0.9999999999999997,39.86313713864835,8.000307881773383,318.9055413570438,4,"(1, 5)",0.999999999999991,"{""4"": 0.999999999999991, ""5"": 0.9999999999999905, ""11"": 0.99999999999999, ""12"": 0.9999999999999893, ""23"": 0.0003077870113881194, ""25"": 9.473284437923033e-08, ""26"": 0.9999999999999908, ""28"": 0.9999999999999906, ""29"": 1.5206177803571063e-16, ""31"": 1.5206258472933911e-16, ""32"": 0.9999999999999898, ""34"": 0.9999999999999898, ""42"": 8.97431180417947e-15, ""44"": 2.91575390517791e-11, ""45"": 8.819582290314307e-15, ""49"": 1.5210777323696596e-16, ""50"": 1.5472951386516454e-16, ""54"": 8.819582290314295e-15, ""64"": 8.819629093198449e-15, ""68"": 8.81958229031874e-15, ""69"": 8.667566522626058e-15, ""75"": 8.66756732932396e-15, ""76"": 8.819582290314292e-15}",0.9999999999999997,0.8778606975669242,4,"(1, 5)",0.9996922130177601,-19.045034680597315,maze,0.05,5
fb_001_to_003,16,"(1, 19)",37,"(3, 19)",2.0,True,True,0.9999999999999997,0.0,0.0,,,0.0,0.0,,,0.0,0.12941958717869753,0.12941958717869753,0.13327128664656085,0.1227560228463695,0.13275852598596816,0.25602730949293034,2.9574626510900215,2.1755860363022212,0.06766532165371397,0.13046479162968114,0.04740386031059074,23.006540118833655,0.9409130334167652,1.9695655527744902,2.000615763546798,2.142856534047727,9.47036868429399e-08,0.9999999999999998,2.220446049250313e-16,0.0,9.47036868429399e-08,1.3662854590342858e-07,9.473284438199082e-08,1.3667061137822137e-07,12,"(1, 15)",9.47036868429399e-08,"{""4"": 2.3475750458914072e-39, ""5"": 8.051348372448343e-29, ""11"": 2.7613264473899655e-18, ""12"": 9.47036868429399e-08, ""23"": 0.0, ""25"": 0.0, ""26"": 7.627271324101181e-36, ""28"": 2.4781004532004736e-32, ""29"": 0.0, ""31"": 0.0, ""32"": 8.971549627569998e-15, ""34"": 2.9148564739975196e-11, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",9.47036868429399e-08,8.313492271904023e-08,12,"(1, 15)",9.47036868429399e-08,-2.102837331488964,maze,0.05,5
fb_002_to_003,35,"(3, 17)",37,"(3, 19)",2.0,True,True,1.0000000000000002,0.0,0.0,,,0.0,0.0,,,0.0,0.12890144457828479,0.12890144457828479,0.13266552320749847,0.12226816841790986,0.1321839080459773,0.25493369162540835,2.9456330451704518,2.1675089172003132,0.06737718927070807,0.1299439480279084,0.0471794871794872,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.1415384615384614,0.0,1.0000000000000002,0.0,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.101663111908842,maze,0.05,5
fb_004_to_003,55,"(5, 17)",37,"(3, 19)",4.0,True,True,1.0,0.0,0.0,,,0.0,0.016707549502610677,56,"(5, 18)",0.016707549502610677,0.1289014445782849,0.1289014445782849,0.13266552320749847,0.12226816841790997,0.13218390804597718,0.25493369162540847,2.945633045170454,2.167508917200315,0.06737718927070807,0.1299439480279085,0.047179487179487355,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.141538461538462,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.101663111908842,maze,0.05,5
fb_005_to_003,57,"(5, 19)",37,"(3, 19)",6.0,True,True,1.0,0.0,0.0,,,0.0,0.9701628375563625,56,"(5, 18)",0.9523303216488085,0.12890144457828492,0.12890144457828492,0.13266552320749891,0.12226816841790997,0.13218390804597718,0.2549336916254089,2.9456330451704544,2.1675089172003155,0.0673771892707083,0.1299439480279085,0.047179487179487355,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.141538461538462,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.1016631119088425,maze,0.05,5
fb_006_to_003,80,"(7, 19)",37,"(3, 19)",8.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,1.0351614702443979,63,"(6, 19)",1.0167280304452804,0.12941958717869753,0.12941958717869753,0.13327128664656085,0.1227560228463695,0.13275852598596816,0.25602730949293034,2.9574626510900215,2.1755860363022212,0.06766532165371397,0.13046479162968114,0.047403860310590885,23.006540118833655,0.9409130334167652,1.9695655527744902,2.000615763546798,2.1428565340477275,9.470368684293988e-08,0.9999999999999998,2.220446049250313e-16,0.0,9.470368684293988e-08,1.3662854590342858e-07,9.473283541320336e-08,1.3667059840434403e-07,76,"(7, 15)",9.470368684293988e-08,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 2.3196326584618116e-51, ""25"": 2.3196328743520488e-51, ""26"": 0.0, ""28"": 0.0, ""29"": 2.6158830904810536e-25, ""31"": 8.499004147095583e-22, ""32"": 0.0, ""34"": 0.0, ""42"": 1.345386941869299e-49, ""44"": 2.320334513965206e-51, ""45"": 1.4991612847780157e-35, ""49"": 8.051391111245871e-29, ""50"": 2.7613264473899663e-18, ""54"": 2.9148564739975196e-11, ""64"": 4.371162174133354e-46, ""68"": 4.6141992356678723e-39, ""69"": 8.053783759955464e-29, ""75"": 2.7613264473899906e-18, ""76"": 9.470368684293988e-08}",9.470368684293988e-08,8.313492271904023e-08,76,"(7, 15)",9.470368684293988e-08,-2.1028373314889635,maze,0.05,5
fb_000_to_004,0,"(1, 1)",55,"(5, 17)",32.0,True,True,0.9999999999999984,0.0,0.0,,,0.0,3.1423139451628903e-07,47,"(5, 7)",5.444685072128435e-08,1.1530984375797342,1.1530984375797342,13.761887000640492,0.4650040875477094,0.9999999999999981,14.226891088188202,24.460022196228508,1.9872617409615225,0.7717004941715933,1.0,0.8043061057175191,23.006540118833655,0.4650040875477094,17.833197081743005,26.000002603490483,4.2837356551141745,0.9999999999999997,0.9999999999999997,3.3306690738754696e-16,0.0,0.9999999999999997,39.86313713864835,8.000307978084205,186.85365377870158,4,"(1, 5)",0.9999999069004888,"{""4"": 0.9999999069004888, ""5"": 0.9999999069004797, ""11"": 0.9999999069004792, ""12"": 0.999999906900479, ""23"": 0.0003077870113881194, ""25"": 9.473284437923033e-08, ""26"": 0.9999999069004801, ""28"": 0.9999999069004799, ""29"": 1.6051642810067385e-09, ""31"": 1.6051727964654887e-09, ""32"": 0.9999999069004792, ""34"": 0.9999999069004792, ""42"": 9.309951962820186e-08, ""44"": 9.310001352743193e-08, ""45"": 9.309951947614007e-08, ""49"": 1.605649806397185e-09, ""50"": 1.6333249030901896e-09, ""54"": 9.309951947614002e-08, ""64"": 9.309951947618692e-08, ""68"": 9.309951947614007e-08, ""69"": 9.149484088040713e-08, ""75"": 9.149484939591095e-08, ""76"": 9.309951947613995e-08}",0.9999999999999997,0.8778606975669242,4,"(1, 5)",0.9996922130177601,-19.04503474416874,maze,0.05,5
fb_001_to_004,16,"(1, 19)",55,"(5, 17)",6.0,True,True,0.9999999999999997,0.0,0.0,,,0.0,0.0,,,0.0,0.12941958717869753,0.12941958717869753,0.13327128664656085,0.1227560228463695,0.13275852598596816,0.25602730949293034,2.9574626510900215,2.1755860363022212,0.06766532165371397,0.13046479162968114,0.04740386031059074,23.006540118833655,0.9409130334167652,1.9695655527744902,2.000615763546798,2.142856534047727,9.47036868429399e-08,0.9999999999999998,2.220446049250313e-16,0.0,9.47036868429399e-08,1.3662854590342858e-07,9.473284438199082e-08,1.3667061137822137e-07,12,"(1, 15)",9.47036868429399e-08,"{""4"": 2.3475750458914072e-39, ""5"": 8.051348372448343e-29, ""11"": 2.7613264473899655e-18, ""12"": 9.47036868429399e-08, ""23"": 0.0, ""25"": 0.0, ""26"": 7.627271324101181e-36, ""28"": 2.4781004532004736e-32, ""29"": 0.0, ""31"": 0.0, ""32"": 8.971549627569998e-15, ""34"": 2.9148564739975196e-11, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",9.47036868429399e-08,8.313492271904023e-08,12,"(1, 15)",9.47036868429399e-08,-2.102837331488964,maze,0.05,5
fb_002_to_004,35,"(3, 17)",55,"(5, 17)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.12890144457828479,0.12890144457828479,0.13266552320749847,0.12226816841790986,0.13218390804597718,0.25493369162540835,2.9456330451704518,2.1675089172003132,0.06737718927070807,0.1299439480279084,0.0471794871794872,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.1415384615384614,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.101663111908842,maze,0.05,5
fb_003_to_004,37,"(3, 19)",55,"(5, 17)",4.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,0.0,,,0.0,0.12890144457828479,0.12890144457828479,0.13266552320749847,0.12226816841790986,0.13218390804597696,0.25493369162540835,2.9456330451704518,2.1675089172003132,0.06737718927070807,0.1299439480279084,0.047179487179487355,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.141538461538462,0.0,0.9999999999999999,1.1102230246251565e-16,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.101663111908842,maze,0.05,5
fb_005_to_004,57,"(5, 19)",55,"(5, 17)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.9701628375563625,56,"(5, 18)",0.9523303216488085,0.12890144457828492,0.12890144457828492,0.13266552320749891,0.12226816841790997,0.13218390804597718,0.2549336916254089,2.9456330451704544,2.1675089172003155,0.0673771892707083,0.1299439480279085,0.047179487179487355,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.141538461538462,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.1016631119088425,maze,0.05,5
fb_006_to_004,80,"(7, 19)",55,"(5, 17)",4.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,1.0351614702443979,63,"(6, 19)",1.0167280304452804,0.12941958717869753,0.12941958717869753,0.13327128664656085,0.1227560228463695,0.13275852598596816,0.25602730949293034,2.9574626510900215,2.1755860363022212,0.06766532165371397,0.13046479162968114,0.047403860310590885,23.006540118833655,0.9409130334167652,1.9695655527744902,2.000615763546798,2.1428565340477275,9.470368684293988e-08,0.9999999999999998,2.220446049250313e-16,0.0,9.470368684293988e-08,1.3662854590342858e-07,9.473283541320336e-08,1.3667059840434403e-07,76,"(7, 15)",9.470368684293988e-08,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 2.1981188841922292e-58, ""25"": 1.274523317939529e-56, ""26"": 0.0, ""28"": 0.0, ""29"": 2.6158830904810536e-25, ""31"": 8.499004147095583e-22, ""32"": 0.0, ""34"": 0.0, ""42"": 1.345386941869299e-49, ""44"": 4.140926259985532e-53, ""45"": 1.4991612847780157e-35, ""49"": 8.051391111245871e-29, ""50"": 2.7613264473899663e-18, ""54"": 2.9148564739975196e-11, ""64"": 4.371162174133354e-46, ""68"": 4.6141992356678723e-39, ""69"": 8.053783759955464e-29, ""75"": 2.7613264473899906e-18, ""76"": 9.470368684293988e-08}",9.470368684293988e-08,8.313492271904023e-08,76,"(7, 15)",9.470368684293988e-08,-2.1028373314889635,maze,0.05,5
fb_000_to_005,0,"(1, 1)",57,"(5, 19)",34.0,True,True,0.9999999999999978,0.0,0.0,,,0.0,1.7911189487428473e-05,47,"(5, 7)",3.1034704911132075e-06,1.1531001089294577,1.1531001089294577,13.761970568126667,0.4650015805231242,0.9999999999999981,14.226972148649791,24.46004808575298,1.9872545319635364,0.7717015639924621,1.0,0.8043072393557258,23.006540118833655,0.4650015805231242,17.833280649229177,26.000159013131952,4.2837356551141745,0.9999999999999997,0.9999999999999997,3.3306690738754696e-16,0.0,0.9999999999999997,39.86313713864835,8.000318586641146,140.19060926088864,4,"(1, 5)",0.9999946933278923,"{""4"": 0.9999946933278923, ""5"": 0.9999946933273888, ""11"": 0.9999946933273883, ""12"": 0.9999946933273879, ""23"": 0.0003077870113881194, ""25"": 5.308278259946385e-06, ""26"": 0.9999946933273894, ""28"": 0.999994693327389, ""29"": 9.149436401738414e-08, ""31"": 9.149484939853287e-08, ""32"": 0.9999946933273881, ""34"": 0.9999946933273881, ""42"": 5.30667261029205e-06, ""44"": 5.306673104188705e-06, ""45"": 5.306672610139982e-06, ""49"": 9.152203896463958e-08, ""50"": 9.309951947614079e-08, ""54"": 5.3066726101399806e-06, ""64"": 5.306672610140032e-06, ""68"": 5.306672610139984e-06, ""69"": 5.2152059301832104e-06, ""75"": 5.2152064155669265e-06, ""76"": 5.306672610139978e-06}",0.9999999999999997,0.8778606975669242,4,"(1, 5)",0.9996922130177601,-19.045042238053217,maze,0.05,5
fb_001_to_005,16,"(1, 19)",57,"(5, 19)",8.0,True,True,0.9999999999999997,0.0,0.0,,,0.0,0.0,,,0.0,0.12941958717869753,0.12941958717869753,0.13327128664656085,0.1227560228463695,0.13275852598596816,0.25602730949293034,2.9574626510900215,2.1755860363022212,0.06766532165371397,0.13046479162968114,0.04740386031059074,23.006540118833655,0.9409130334167652,1.9695655527744902,2.000615763546798,2.142856534047727,9.47036868429399e-08,0.9999999999999998,2.220446049250313e-16,0.0,9.47036868429399e-08,1.3662854590342858e-07,9.473284438199082e-08,1.3667061137822137e-07,12,"(1, 15)",9.47036868429399e-08,"{""4"": 2.3475750458914072e-39, ""5"": 8.051348372448343e-29, ""11"": 2.7613264473899655e-18, ""12"": 9.47036868429399e-08, ""23"": 0.0, ""25"": 0.0, ""26"": 7.627271324101181e-36, ""28"": 2.4781004532004736e-32, ""29"": 0.0, ""31"": 0.0, ""32"": 8.971549627569998e-15, ""34"": 2.9148564739975196e-11, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",9.47036868429399e-08,8.313492271904023e-08,12,"(1, 15)",9.47036868429399e-08,-2.102837331488964,maze,0.05,5
fb_002_to_005,35,"(3, 17)",57,"(5, 19)",4.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.12890144457828479,0.12890144457828479,0.13266552320749847,0.12226816841790986,0.13218390804597718,0.25493369162540835,2.9456330451704518,2.1675089172003132,0.06737718927070807,0.1299439480279084,0.0471794871794872,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.1415384615384614,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.101663111908842,maze,0.05,5
fb_003_to_005,37,"(3, 19)",57,"(5, 19)",6.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,0.0,,,0.0,0.12890144457828479,0.12890144457828479,0.13266552320749847,0.12226816841790986,0.13218390804597696,0.25493369162540835,2.9456330451704518,2.1675089172003132,0.06737718927070807,0.1299439480279084,0.047179487179487355,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.141538461538462,0.0,0.9999999999999999,1.1102230246251565e-16,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.101663111908842,maze,0.05,5
fb_004_to_005,55,"(5, 17)",57,"(5, 19)",2.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,0.9523303216488085,56,"(5, 18)",0.9523303216488085,0.12890144457828492,0.12890144457828492,0.13266552320749891,0.12226816841790997,0.13218390804597696,0.2549336916254089,2.9456330451704544,2.1675089172003155,0.0673771892707083,0.1299439480279085,0.047179487179487355,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.141538461538462,0.0,0.9999999999999999,1.1102230246251565e-16,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.1016631119088425,maze,0.05,5
fb_006_to_005,80,"(7, 19)",57,"(5, 19)",2.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,1.0351614702443979,63,"(6, 19)",1.0167280304452804,0.12941958717869753,0.12941958717869753,0.13327128664656085,0.1227560228463695,0.13275852598596816,0.25602730949293034,2.9574626510900215,2.1755860363022212,0.06766532165371397,0.13046479162968114,0.047403860310590885,23.006540118833655,0.9409130334167652,1.9695655527744902,2.000615763546798,2.1428565340477275,9.470368684293988e-08,0.9999999999999998,2.220446049250313e-16,0.0,9.470368684293988e-08,1.3662854590342858e-07,9.473283541320336e-08,1.3667059840434403e-07,76,"(7, 15)",9.470368684293988e-08,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 3.922817229730777e-60, ""25"": 1.274523317939529e-56, ""26"": 0.0, ""28"": 0.0, ""29"": 2.6158830904810536e-25, ""31"": 8.499004147095583e-22, ""32"": 0.0, ""34"": 0.0, ""42"": 1.345386941869299e-49, ""44"": 4.140926259985532e-53, ""45"": 1.4991612847780157e-35, ""49"": 8.051391111245871e-29, ""50"": 2.7613264473899663e-18, ""54"": 2.9148564739975196e-11, ""64"": 4.371162174133354e-46, ""68"": 4.6141992356678723e-39, ""69"": 8.053783759955464e-29, ""75"": 2.7613264473899906e-18, ""76"": 9.470368684293988e-08}",9.470368684293988e-08,8.313492271904023e-08,76,"(7, 15)",9.470368684293988e-08,-2.1028373314889635,maze,0.05,5
fb_000_to_006,0,"(1, 1)",80,"(7, 19)",36.0,True,True,0.9999999999999956,0.0,0.0,,,0.0,3.3170269147453406,47,"(5, 7)",0.5747410106607281,1.3315078012229242,1.3315078012229242,19.728793831162893,0.3450681096647794,0.9999999999999972,20.073861940827673,27.667617139895732,1.8362182863264611,0.9037028485999477,1.0,0.916030572684196,23.006540118833655,0.3450681096647794,21.831063011174,36.4207339469363,2.142197599261311,0.9999999999999998,0.9999999999999998,2.220446049250313e-16,0.0,0.9999999999999998,39.86313713864835,10.982482134325856,62.76343631715366,23,"(3, 1)",0.9827638358955852,"{""4"": 0.017241380915509107, ""5"": 0.017241379310344817, ""11"": 0.017241379310344813, ""12"": 0.017241379310344807, ""23"": 0.9827638358955852, ""25"": 0.982758622294819, ""26"": 0.017241379310838873, ""28"": 0.017241379310344977, ""29"": 0.016944115755471417, ""31"": 0.016944205644662494, ""32"": 0.017241379310344817, ""34"": 0.01724137931034481, ""42"": 0.9827586206896546, ""44"": 0.982758620690149, ""45"": 0.9827586206896535, ""49"": 0.016949240961978494, ""50"": 0.017241379310344942, ""54"": 0.9827586206896535, ""64"": 0.9827586206896541, ""68"": 0.9827586206896537, ""69"": 0.9658196318284186, ""75"": 0.9658197217180856, ""76"": 0.9827586206896527}",0.9999999999999998,0.9369319245996663,23,"(3, 1)",0.9827638342908979,-22.93796403620467,maze,0.05,5
fb_001_to_006,16,"(1, 19)",80,"(7, 19)",10.0,True,True,0.9999999999999997,0.0,0.0,,,0.0,0.0,,,0.0,0.12941958717869753,0.12941958717869753,0.13327128664656085,0.1227560228463695,0.13275852598596816,0.25602730949293034,2.9574626510900215,2.1755860363022212,0.06766532165371397,0.13046479162968114,0.04740386031059074,23.006540118833655,0.9409130334167652,1.9695655527744902,2.000615763546798,2.142856534047727,9.47036868429399e-08,0.9999999999999998,2.220446049250313e-16,0.0,9.47036868429399e-08,1.3662854590342858e-07,9.473284438199082e-08,1.3667061137822137e-07,12,"(1, 15)",9.47036868429399e-08,"{""4"": 2.3475750458914072e-39, ""5"": 8.051348372448343e-29, ""11"": 2.7613264473899655e-18, ""12"": 9.47036868429399e-08, ""23"": 0.0, ""25"": 0.0, ""26"": 7.627271324101181e-36, ""28"": 2.4781004532004736e-32, ""29"": 0.0, ""31"": 0.0, ""32"": 8.971549627569998e-15, ""34"": 2.9148564739975196e-11, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",9.47036868429399e-08,8.313492271904023e-08,12,"(1, 15)",9.47036868429399e-08,-2.102837331488964,maze,0.05,5
fb_002_to_006,35,"(3, 17)",80,"(7, 19)",6.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.12890144457828479,0.12890144457828479,0.13266552320749847,0.12226816841790986,0.13218390804597718,0.25493369162540835,2.9456330451704518,2.1675089172003132,0.06737718927070807,0.1299439480279084,0.0471794871794872,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.1415384615384614,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.101663111908842,maze,0.05,5
